gene,class,gene_name
YDR138W,background,HPR1
YDR139C,background,RUB1
YDR140W,background,MTQ2
YDR141C,background,DOP1
YDR142C,background,PEX7
YDR143C,background,SAN1
YDR144C,background,MKC7
YDR145W,background,TAF12
YDR146C,background,SWI5
YDR147W,background,EKI1
YDR148C,background,KGD2
YDR149C,background,YDR149C
YDR150W,background,NUM1
YDR151C,background,CTH1
YDR152W,background,GIR2
YDR153C,background,ENT5
YDR154C,background,YDR154C
YDR155C,background,CPR1
YDR156W,background,RPA14
YDR157W,background,YDR157W
YDR158W,background,HOM2
YDR159W,background,SAC3
YDR160W,background,SSY1
YDR161W,background,ACL4
YDR162C,background,NBP2
YDR163W,background,CWC15
YDR164C,background,SEC1
YDR165W,background,TRM82
YDR166C,background,SEC5
YDR167W,background,TAF10
YDR168W,background,CDC37
YDR169C,background,STB3
YDR170C,background,SEC7
YDR171W,background,HSP42
YDR172W,background,SUP35
YDR173C,background,ARG82
YDR174W,background,HMO1
YDR175C,background,RSM24
YDR176W,background,NGG1
YDR177W,background,UBC1
YDR178W,background,SDH4
YDR179C,background,CSN9
YDR179W-A,background,NVJ3
YDR180W,background,SCC2
YDR181C,background,SAS4
YDR182W,background,CDC1
YDR183W,background,PLP1
YDR184C,background,ATC1
YDR185C,background,UPS3
YDR186C,background,SND1
YDR187C,background,YDR187C
YDR188W,background,CCT6
YDR189W,background,SLY1
YDR190C,background,RVB1
YDR191W,background,HST4
YDR192C,background,NUP42
YDR194C,background,MSS116
YDR195W,background,REF2
YDR196C,background,CAB5
YDR197W,background,CBS2
YDR198C,background,RKM2
YDR199W,background,YDR199W
YDR200C,background,VPS64
YDR201W,background,SPC19
YDR202C,background,RAV2
YDR204W,background,COQ4
YDR205W,background,MSC2
YDR206W,background,EBS1
YDR207C,background,UME6
YDR208W,background,MSS4
YDR209C,background,YDR209C
YDR211W,background,GCD6
YDR212W,background,TCP1
YDR213W,background,UPC2
YDR214W,background,AHA1
YDR215C,background,YDR215C
YDR216W,background,ADR1
YDR217C,background,RAD9
YDR218C,background,SPR28
YDR219C,background,MFB1
YDR221W,background,GTB1
YDR222W,background,YDR222W
YDR223W,background,CRF1
YDR224C,background,HTB1
YDR225W,background,HTA1
YDR226W,background,ADK1
YDR227W,background,SIR4
YDR228C,background,PCF11
YDR229W,background,IVY1
YDR230W,background,YDR230W
YDR231C,background,COX20
YDR232W,background,HEM1
YDR233C,background,RTN1
YDR234W,background,LYS4
YDR235W,background,PRP42
YDR236C,background,FMN1
YDR237W,background,MRPL7
YDR238C,background,SEC26
YDR239C,background,YDR239C
YDR240C,background,SNU56
YDR241W,background,BUD26
YDR242W,background,AMD2
YDR243C,background,PRP28
YDR244W,background,PEX5
YDR245W,background,MNN10
YDR246W,background,TRS23
YDR247W,background,VHS1
YDR248C,background,YDR248C
YDR249C,background,YDR249C
YDR250C,background,YDR250C
YDR251W,background,PAM1
YDR252W,background,BTT1
YDR253C,background,MET32
YDR254W,background,CHL4
YDR255C,background,RMD5
YDR256C,background,CTA1
YDR257C,background,RKM4
YDR258C,background,HSP78
YDR259C,background,YAP6
YDR260C,background,SWM1
YDR261C,background,EXG2
YDR262W,background,YDR262W
YDR263C,background,DIN7
YDR264C,background,AKR1
YDR265W,background,PEX10
YDR266C,background,HEL2
YDR267C,background,CIA1
YDR268W,background,MSW1
YDR270W,background,CCC2
YDR272W,background,GLO2
YDR273W,background,DON1
YDR274C,background,YDR274C
YDR275W,background,BSC2
YDR276C,background,PMP3
YDR277C,background,MTH1
YDR279W,background,RNH202
YDR280W,background,RRP45
YDR281C,background,PHM6
YDR282C,background,MRX10
YDR283C,background,GCN2
YDR284C,background,DPP1
YDR285W,background,ZIP1
YDR286C,background,YDR286C
YDR287W,background,INM2
YDR288W,background,NSE3
YDR289C,background,RTT103
YDR291W,background,HRQ1
YDR292C,background,SRP101
YDR293C,background,SSD1
YDR294C,background,DPL1
YDR295C,background,HDA2
YDR296W,background,MHR1
YDR297W,background,SUR2
YDR298C,background,ATP5
YDR299W,background,BFR2
YDR300C,background,PRO1
YDR301W,background,CFT1
YDR302W,background,GPI11
YDR303C,background,RSC3
YDR304C,background,CPR5
YDR305C,background,HNT2
YDR306C,background,YDR306C
YDR307W,background,PMT7
YDR308C,background,SRB7
YDR309C,background,GIC2
YDR310C,background,SUM1
YDR311W,background,TFB1
YDR312W,background,SSF2
YDR313C,background,PIB1
YDR314C,background,RAD34
YDR315C,background,IPK1
YDR316W,background,OMS1
YDR317W,background,HIM1
YDR318W,background,MCM21
YDR319C,background,YDR319C
YDR320C,background,SWA2
YDR321W,background,ASP1
YDR322W,background,MRPL35
YDR323C,background,PEP7
YDR324C,background,UTP4
YDR325W,background,YCG1
YDR326C,background,YSP2
YDR327W,background,YDR327W
YDR328C,background,SKP1
YDR329C,background,PEX3
YDR330W,background,UBX5
YDR331W,background,GPI8
YDR332W,background,IRC3
YDR333C,background,RQC1
YDR334W,background,SWR1
YDR335W,background,MSN5
YDR336W,background,MRX8
YDR337W,background,MRPS28
YDR338C,background,YDR338C
YDR339C,background,FCF1
YDR340W,background,YDR340W
YDR341C,background,YDR341C
YDR342C,background,HXT7
YDR343C,background,HXT6
YDR344C,background,YDR344C
YDR345C,background,HXT3
YDR346C,background,SVF1
YDR347W,background,MRP1
YDR348C,background,PAL1
YDR349C,background,YPS7
YDR350C,background,ATP22
YDR351W,background,SBE2
YDR352W,background,YPQ2
YDR353W,background,TRR1
YDR354W,background,TRP4
YDR356W,background,SPC110
YDR357C,background,CNL1
YDR358W,background,GGA1
YDR359C,background,EAF1
YDR360W,background,OPI7
YDR361C,background,BCP1
YDR362C,background,TFC6
YDR363W,background,ESC2
YDR364C,background,CDC40
YDR365C,background,ESF1
YDR366C,background,YDR366C
YDR367W,background,KEI1
YDR368W,background,YPR1
YDR369C,background,XRS2
YDR370C,background,DXO1
YDR371W,background,CTS2
YDR372C,background,VPS74
YDR373W,background,FRQ1
YDR374C,background,PHO92
YDR375C,background,BCS1
YDR376W,background,ARH1
YDR377W,background,ATP17
YDR378C,background,LSM6
YDR379W,background,RGA2
YDR380W,background,ARO10
YDR381W,background,YRA1
YDR382W,background,RPP2B
YDR383C,background,NKP1
YDR384C,background,ATO3
YDR385W,background,EFT2
YDR386W,background,MUS81
YDR387C,background,CIN10
YDR388W,background,RVS167
YDR389W,background,SAC7
YDR390C,background,UBA2
YDR391C,background,YDR391C
YDR392W,background,SPT3
YDR393W,background,SHE9
YDR394W,background,RPT3
YDR395W,background,SXM1
YDR396W,background,YDR396W
YDR397C,background,NCB2
YDR398W,background,UTP5
YDR399W,background,HPT1
YDR400W,background,URH1
YDR402C,background,DIT2
YDR403W,background,DIT1
YDR404C,background,RPB7
YDR405W,background,MRP20
YDR406W,background,PDR15
YDR407C,background,TRS120
YDR408C,background,ADE8
YDR409W,background,SIZ1
YDR410C,background,STE14
YDR411C,background,DFM1
YDR412W,background,RRP17
YDR413C,background,YDR413C
YDR414C,background,ERD1
YDR415C,background,YDR415C
YDR416W,background,SYF1
YDR417C,background,YDR417C
YDR418W,background,RPL12B
YDR419W,background,RAD30
YDR420W,background,HKR1
YDR421W,background,ARO80
YDR422C,background,SIP1
YDR423C,background,CAD1
YDR424C,background,DYN2
YDR425W,background,SNX41
YDR427W,background,RPN9
YDR428C,background,BNA7
YDR429C,background,TIF35
YDR430C,background,CYM1
YDR432W,background,NPL3
YDR433W,background,YDR433W
YDR434W,background,GPI17
YDR435C,background,PPM1
YDR436W,background,PPZ2
YDR437W,background,GPI19
YDR438W,background,THI74
YDR439W,background,LRS4
YDR440W,background,DOT1
YDR441C,background,APT2
YDR443C,background,SSN2
YDR444W,background,YDR444W
YDR446W,background,ECM11
YDR447C,background,RPS17B
YDR448W,background,ADA2
YDR449C,background,UTP6
YDR450W,background,RPS18A
YDR451C,background,YHP1
YDR452W,background,PPN1
YDR453C,background,TSA2
YDR454C,background,GUK1
YDR455C,background,YDR455C
YDR456W,background,NHX1
YDR457W,background,TOM1
YDR458C,background,HEH2
YDR459C,background,PFA5
YDR460W,background,TFB3
YDR462W,background,MRPL28
YDR463W,background,STP1
YDR464W,background,SPP41
YDR465C,background,RMT2
YDR466W,background,PKH3
YDR467C,background,YDR467C
YDR468C,background,TLG1
YDR469W,background,SDC1
YDR470C,background,UGO1
YDR471W,background,RPL27B
YDR472W,background,TRS31
YDR473C,background,PRP3
YDR475C,background,JIP4
YDR476C,background,YDR476C
YDR477W,background,SNF1
YDR478W,background,SNM1
YDR479C,background,PEX29
YDR480W,background,DIG2
YDR481C,background,PHO8
YDR482C,background,CWC21
YDR483W,background,KRE2
YDR484W,background,VPS52
YDR485C,background,VPS72
YDR486C,background,VPS60
YDR487C,background,RIB3
YDR488C,background,PAC11
YDR489W,background,SLD5
YDR490C,background,PKH1
YDR491C,background,YDR491C
YDR492W,background,IZH1
YDR493W,background,MZM1
YDR494W,background,RSM28
YDR495C,background,VPS3
YDR496C,background,PUF6
YDR497C,background,ITR1
YDR498C,background,SEC20
YDR499W,background,LCD1
YDR500C,background,RPL37B
YDR501W,background,PLM2
YDR502C,background,SAM2
YDR503C,background,LPP1
YDR504C,background,SPG3
YDR505C,background,PSP1
YDR506C,background,GMC1
YDR507C,background,GIN4
YDR508C,background,GNP1
YDR510W,background,SMT3
YDR511W,background,SDH7
YDR512C,background,EMI1
YDR513W,background,GRX2
YDR514C,background,YDR514C
YDR515W,background,SLF1
YDR516C,background,EMI2
YDR517W,background,GRH1
YDR518W,background,EUG1
YDR519W,background,FPR2
YDR520C,background,URC2
YDR522C,background,SPS2
YDR523C,background,SPS1
YDR524C,background,AGE1
YDR525W,background,API2
YDR527W,background,RBA50
YDR528W,background,HLR1
YDR529C,background,QCR7
YDR530C,background,APA2
YDR531W,background,CAB1
YDR532C,background,KRE28
YDR533C,background,HSP31
YDR534C,background,FIT1
YDR535C,background,YDR535C
YDR536W,background,STL1
YDR538W,background,PAD1
YDR539W,background,FDC1
YDR540C,background,IRC4
YDR541C,background,YDR541C
YDR545W,background,YRF1-1
YEL059C-A,background,SOM1
YER007C-A,background,TMA20
YER060W-A,background,FCY22
YER066C-A,background,YER066C-A
YER093C-A,background,AIM11
YER119C-A,background,YER119C-A
YFL017W-A,background,SMX2
YFR024C-A,background,LSB3
YGL001C,background,ERG26
YGL002W,background,ERP6
YGL003C,background,CDH1
YGL004C,background,RPN14
YGL005C,background,COG7
YGL006W,background,PMC1
YGL007W,background,BRP1
YGL008C,background,PMA1
YGL009C,background,LEU1
YGL010W,background,MPO1
YGL011C,background,SCL1
YGL012W,background,ERG4
YGL013C,background,PDR1
YGL014W,background,PUF4
YGL015C,background,YGL015C
YGL016W,background,KAP122
YGL017W,background,ATE1
YGL018C,background,JAC1
YGL019W,background,CKB1
YGL020C,background,GET1
YGL021W,background,ALK1
YGL022W,background,STT3
YGL023C,background,PIB2
YGL024W,background,YGL024W
YGL025C,background,PGD1
YGL026C,background,TRP5
YGL027C,background,CWH41
YGL028C,background,SCW11
YGL029W,background,CGR1
YGL030W,background,RPL30
YGL031C,time_specific,RPL24A
YGL034C,background,YGL034C
YGL035C,background,MIG1
YGL036W,background,YGL036W
YGL037C,background,PNC1
YGL038C,background,OCH1
YGL039W,background,YGL039W
YGL040C,background,HEM2
YGL042C,background,YGL042C
YGL043W,background,DST1
YGL044C,background,RNA15
YGL045W,background,RIM8
YGL047W,background,ALG13
YGL048C,background,RPT6
YGL049C,background,TIF4632
YGL050W,background,TYW3
YGL051W,background,MST27
YGL052W,background,YGL052W
YGL053W,background,PRM8
YGL054C,background,ERV14
YGL055W,background,OLE1
YGL056C,background,SDS23
YGL057C,background,GEP7
YGL058W,background,RAD6
YGL059W,background,PKP2
YGL060W,background,YBP2
YGL061C,background,DUO1
YGL062W,background,PYC1
YGL063W,background,PUS2
YGL064C,background,MRH4
YGL065C,background,ALG2
YGL066W,background,SGF73
YGL067W,background,NPY1
YGL068W,entropy_specific,MNP1
YGL070C,background,RPB9
YGL071W,background,AFT1
YGL073W,background,HSF1
YGL074C,background,YGL074C
YGL075C,background,MPS2
YGL076C,time_specific,RPL7A
YGL077C,background,HNM1
YGL078C,background,DBP3
YGL079W,background,KXD1
YGL080W,background,MPC1
YGL081W,background,YGL081W
YGL082W,background,YGL082W
YGL083W,background,SCY1
YGL084C,background,GUP1
YGL085W,background,LCL3
YGL086W,background,MAD1
YGL087C,background,MMS2
YGL088W,background,YGL088W
YGL089C,background,MF(ALPHA)2
YGL090W,background,LIF1
YGL091C,background,NBP35
YGL092W,background,NUP145
YGL093W,background,SPC105
YGL094C,background,PAN2
YGL095C,background,VPS45
YGL096W,background,TOS8
YGL097W,background,SRM1
YGL098W,background,USE1
YGL099W,background,LSG1
YGL100W,background,SEH1
YGL101W,background,YGL101W
YGL102C,background,YGL102C
YGL103W,background,RPL28
YGL104C,background,VPS73
YGL105W,background,ARC1
YGL106W,background,MLC1
YGL107C,background,RMD9
YGL108C,background,YGL108C
YGL109W,background,YGL109W
YGL110C,background,CUE3
YGL111W,background,NSA1
YGL112C,background,TAF6
YGL113W,background,SLD3
YGL114W,background,YGL114W
YGL115W,background,SNF4
YGL116W,background,CDC20
YGL117W,background,YGL117W
YGL119W,background,COQ8
YGL120C,background,PRP43
YGL121C,background,GPG1
YGL122C,background,NAB2
YGL123W,core_aging,RPS2
YGL124C,background,MON1
YGL125W,background,MET13
YGL126W,background,SCS3
YGL127C,background,SOH1
YGL128C,background,CWC23
YGL129C,background,RSM23
YGL130W,background,CEG1
YGL131C,background,SNT2
YGL133W,background,ITC1
YGL134W,background,PCL10
YGL135W,entropy_specific,RPL1B
YGL136C,background,MRM2
YGL137W,background,SEC27
YGL139W,background,FLC3
YGL140C,background,YGL140C
YGL141W,background,HUL5
YGL142C,background,GPI10
YGL143C,background,MRF1
YGL144C,background,ROG1
YGL145W,background,TIP20
YGL147C,time_specific,RPL9A
YGL148W,background,ARO2
YGL149W,background,YGL149W
YGL150C,background,INO80
YGL151W,background,NUT1
YGL153W,background,PEX14
YGL154C,background,LYS5
YGL155W,background,CDC43
YGL156W,background,AMS1
YGL157W,background,ARI1
YGL158W,background,RCK1
YGL159W,background,YGL159W
YGL160W,background,AIM14
YGL161C,background,YIP5
YGL162W,background,SUT1
YGL163C,background,RAD54
YGL164C,background,YRB30
YGL165C,background,YGL165C
YGL166W,background,CUP2
YGL167C,background,PMR1
YGL168W,background,HUR1
YGL169W,background,SUA5
YGL170C,background,SPO74
YGL171W,background,ROK1
YGL172W,background,NUP49
YGL173C,background,XRN1
YGL174W,background,BUD13
YGL175C,background,SAE2
YGL176C,background,YGL176C
YGL178W,background,MPT5
YGL179C,background,TOS3
YGL180W,background,ATG1
YGL181W,background,GTS1
YGL182C,background,YGL182C
YGL183C,background,MND1
YGL184C,background,STR3
YGL185C,background,YGL185C
YGL186C,background,TPN1
YGL187C,background,COX4
YGL188C,background,YGL188C
YGL189C,background,RPS26A
YGL190C,background,CDC55
YGL191W,background,COX13
YGL192W,background,IME4
YGL193C,background,YGL193C
YGL194C,background,HOS2
YGL195W,background,GCN1
YGL196W,background,DSD1
YGL197W,background,MDS3
YGL198W,background,YIP4
YGL200C,background,EMP24
YGL201C,background,MCM6
YGL202W,background,ARO8
YGL203C,background,KEX1
YGL204C,background,YGL204C
YGL205W,background,POX1
YGL206C,background,CHC1
YGL207W,background,SPT16
YGL208W,background,SIP2
YGL209W,background,MIG2
YGL210W,background,YPT32
YGL211W,background,NCS6
YGL212W,background,VAM7
YGL213C,background,SKI8
YGL214W,background,YGL214W
YGL215W,background,CLG1
YGL216W,background,KIP3
YGL217C,background,YGL217C
YGL219C,background,MDM34
YGL220W,background,YGL220W
YGL221C,background,NIF3
YGL222C,background,EDC1
YGL223C,background,COG1
YGL224C,background,SDT1
YGL225W,entropy_specific,VRG4
YGL226C-A,background,OST5
YGL226W,background,MTC3
YGL227W,background,VID30
YGL228W,background,SHE10
YGL229C,background,SAP4
YGL230C,background,YGL230C
YGL231C,background,EMC4
YGL232W,background,TAN1
YGL233W,background,SEC15
YGL234W,background,"ADE5,7"
YGL236C,background,MTO1
YGL237C,background,HAP2
YGL238W,background,CSE1
YGL240W,background,DOC1
YGL241W,background,KAP114
YGL242C,background,YGL242C
YGL243W,background,TAD1
YGL244W,background,RTF1
YGL245W,background,GUS1
YGL246C,background,RAI1
YGL247W,background,BRR6
YGL248W,background,PDE1
YGL249W,background,ZIP2
YGL250W,background,RMR1
YGL251C,background,HFM1
YGL252C,background,RTG2
YGL253W,background,HXK2
YGL254W,background,FZF1
YGL255W,background,ZRT1
YGL256W,background,ADH4
YGL257C,background,MNT2
YGL258W,background,VEL1
YGL262W,background,YGL262W
YGL263W,background,COS12
YGR001C,background,EFM5
YGR002C,background,SWC4
YGR003W,background,CUL3
YGR004W,background,PEX31
YGR005C,background,TFG2
YGR006W,background,PRP18
YGR007W,background,ECT1
YGR008C,background,STF2
YGR009C,background,SEC9
YGR010W,background,NMA2
YGR011W,background,YGR011W
YGR012W,background,MCY1
YGR013W,background,SNU71
YGR014W,background,MSB2
YGR015C,background,YGR015C
YGR016W,background,YGR016W
YGR017W,background,YGR017W
YGR018C,background,YGR018C
YGR019W,background,UGA1
YGR020C,background,VMA7
YGR021W,background,YGR021W
YGR023W,background,MTL1
YGR024C,background,THG1
YGR025W,background,YGR025W
YGR026W,background,YGR026W
YGR027C,background,RPS25A
YGR028W,background,MSP1
YGR029W,background,ERV1
YGR030C,background,POP6
YGR031W,background,IMO32
YGR032W,background,GSC2
YGR033C,background,TIM21
YGR034W,background,RPL26B
YGR035C,background,YGR035C
YGR036C,background,CAX4
YGR037C,background,ACB1
YGR038W,background,ORM1
YGR039W,background,YGR039W
YGR040W,background,KSS1
YGR041W,background,BUD9
YGR042W,background,MTE1
YGR043C,background,NQM1
YGR044C,background,RME1
YGR045C,background,YGR045C
YGR046W,background,TAM41
YGR047C,background,TFC4
YGR048W,background,UFD1
YGR049W,background,SCM4
YGR050C,background,YGR050C
YGR051C,background,YGR051C
YGR052W,background,FMP48
YGR053C,background,YGR053C
YGR054W,background,YGR054W
YGR055W,background,MUP1
YGR056W,background,RSC1
YGR057C,background,LST7
YGR058W,background,PEF1
YGR059W,background,SPR3
YGR060W,background,ERG25
YGR061C,background,ADE6
YGR062C,background,COX18
YGR063C,background,SPT4
YGR064W,background,YGR064W
YGR065C,background,VHT1
YGR066C,background,YGR066C
YGR067C,background,YGR067C
YGR068C,background,ART5
YGR069W,background,YGR069W
YGR070W,background,ROM1
YGR071C,background,ENV11
YGR072W,background,UPF3
YGR074W,background,SMD1
YGR075C,background,PRP38
YGR076C,background,MRPL25
YGR077C,background,PEX8
YGR078C,background,PAC10
YGR079W,background,YGR079W
YGR080W,background,TWF1
YGR081C,background,SLX9
YGR082W,background,TOM20
YGR083C,background,GCD2
YGR084C,background,MRP13
YGR085C,background,RPL11B
YGR086C,background,PIL1
YGR087C,background,PDC6
YGR088W,background,CTT1
YGR089W,background,NNF2
YGR090W,background,UTP22
YGR091W,background,PRP31
YGR092W,background,DBF2
YGR093W,background,DRN1
YGR094W,background,VAS1
YGR095C,background,RRP46
YGR096W,background,TPC1
YGR097W,background,ASK10
YGR098C,background,ESP1
YGR099W,background,TEL2
YGR100W,background,MDR1
YGR101W,background,PCP1
YGR102C,background,GTF1
YGR103W,background,NOP7
YGR104C,background,SRB5
YGR105W,background,VMA21
YGR106C,background,VOA1
YGR108W,background,CLB1
YGR109C,background,CLB6
YGR110W,background,CLD1
YGR111W,background,YGR111W
YGR112W,background,SHY1
YGR113W,background,DAM1
YGR116W,background,SPT6
YGR117C,background,YGR117C
YGR118W,background,RPS23A
YGR119C,background,NUP57
YGR120C,background,COG2
YGR121C,background,MEP1
YGR122W,background,YGR122W
YGR123C,background,PPT1
YGR124W,background,ASN2
YGR125W,background,YGR125W
YGR126W,background,YGR126W
YGR127W,background,YGR127W
YGR128C,background,UTP8
YGR129W,background,SYF2
YGR130C,background,YGR130C
YGR131W,background,FHN1
YGR132C,background,PHB1
YGR133W,background,PEX4
YGR134W,background,CAF130
YGR135W,background,PRE9
YGR136W,background,LSB1
YGR137W,background,YGR137W
YGR138C,background,TPO2
YGR139W,background,YGR139W
YGR140W,background,CBF2
YGR141W,background,VPS62
YGR142W,background,BTN2
YGR143W,background,SKN1
YGR144W,background,THI4
YGR145W,background,ENP2
YGR146C,background,ECL1
YGR147C,background,NAT2
YGR148C,background,RPL24B
YGR149W,background,GPC1
YGR150C,background,CCM1
YGR152C,background,RSR1
YGR153W,background,YGR153W
YGR154C,background,GTO1
YGR155W,background,CYS4
YGR156W,background,PTI1
YGR157W,background,CHO2
YGR158C,background,MTR3
YGR159C,background,NSR1
YGR161C,background,RTS3
YGR162W,background,TIF4631
YGR163W,background,GTR2
YGR164W,background,YGR164W
YGR165W,background,MRPS35
YGR166W,background,TRS65
YGR167W,background,CLC1
YGR168C,background,YGR168C
YGR169C,background,PUS6
YGR170W,background,PSD2
YGR171C,background,MSM1
YGR172C,background,YIP1
YGR173W,background,RBG2
YGR174C,background,CBP4
YGR175C,background,ERG1
YGR176W,background,YGR176W
YGR177C,background,ATF2
YGR178C,background,PBP1
YGR179C,background,OKP1
YGR180C,background,RNR4
YGR181W,background,TIM13
YGR182C,background,YGR182C
YGR183C,background,QCR9
YGR184C,background,UBR1
YGR185C,background,TYS1
YGR186W,background,TFG1
YGR187C,background,HGH1
YGR188C,background,BUB1
YGR189C,background,CRH1
YGR190C,background,YGR190C
YGR191W,background,HIP1
YGR192C,background,TDH3
YGR193C,background,PDX1
YGR194C,background,XKS1
YGR195W,background,SKI6
YGR196C,background,FYV8
YGR197C,background,SNG1
YGR198W,background,YPP1
YGR199W,background,PMT6
YGR200C,background,ELP2
YGR201C,background,YGR201C
YGR202C,background,PCT1
YGR203W,background,YCH1
YGR204W,background,ADE3
YGR205W,background,TDA10
YGR206W,background,MVB12
YGR207C,background,CIR1
YGR208W,background,SER2
YGR209C,background,TRX2
YGR210C,background,YGR210C
YGR211W,background,ZPR1
YGR212W,background,SLI1
YGR213C,background,RTA1
YGR214W,time_specific,RPS0A
YGR215W,background,RSM27
YGR216C,background,GPI1
YGR217W,background,CCH1
YGR218W,background,CRM1
YGR219W,background,YGR219W
YGR220C,background,MRPL9
YGR221C,background,TOS2
YGR222W,background,PET54
YGR223C,background,HSV2
YGR224W,background,AZR1
YGR227W,background,DIE2
YGR229C,background,SMI1
YGR230W,background,BNS1
YGR231C,background,PHB2
YGR232W,background,NAS6
YGR233C,background,PHO81
YGR234W,background,YHB1
YGR235C,background,YGR235C
YGR236C,background,SPG1
YGR237C,background,YGR237C
YGR238C,background,KEL2
YGR239C,background,PEX21
YGR240C,background,PFK1
YGR241C,background,YAP1802
YGR242W,background,YGR242W
YGR243W,background,MPC3
YGR244C,background,LSC2
YGR245C,background,SDA1
YGR246C,background,BRF1
YGR247W,background,CPD1
YGR248W,background,SOL4
YGR249W,background,MGA1
YGR250C,background,RIE1
YGR251W,background,NOP19
YGR252W,background,GCN5
YGR253C,background,PUP2
YGR254W,time_specific,ENO1
YGR255C,background,COQ6
YGR256W,background,GND2
YGR257C,background,MTM1
YGR258C,background,RAD2
YGR260W,background,TNA1
YGR261C,background,APL6
YGR262C,background,BUD32
YGR263C,background,SAY1
YGR264C,background,MES1
YGR265W,background,YGR265W
YGR266W,background,YGR266W
YGR267C,background,FOL2
YGR268C,background,HUA1
YGR269W,background,YGR269W
YGR270W,background,YTA7
YGR271W,background,SLH1
YGR274C,background,TAF1
YGR275W,background,RTT102
YGR276C,background,RNH70
YGR277C,background,CAB4
YGR278W,background,CWC22
YGR279C,background,SCW4
YGR280C,background,PXR1
YGR281W,background,YOR1
YGR282C,background,BGL2
YGR283C,background,YGR283C
YGR284C,background,ERV29
YGR285C,background,ZUO1
YGR286C,background,BIO2
YGR287C,background,IMA1
YGR288W,background,MAL13
YGR289C,background,MAL11
YGR290W,background,YGR290W
YGR292W,background,MAL12
YGR294W,background,PAU12
YGR295C,background,COS6
YGR296W,background,YRF1-3
YHR001W-A,background,QCR10
YHR005C-A,background,TIM10
YHR021W-A,background,ECM12
YHR049C-A,background,YHR049C-A
YHR139C-A,background,YHR139C-A
YHR214W-A,background,YHR214W-A
YIL014C-A,background,YIL014C-A
YJL001W,background,PRE3
YJL002C,background,OST1
YJL003W,background,COX16
YJL004C,background,SYS1
YJL005W,background,CYR1
YJL006C,background,CTK2
YJL007C,background,YJL007C
YJL008C,background,CCT8
YJL009W,background,YJL009W
YJL010C,background,NOP9
YJL011C,background,RPC17
YJL012C,background,VTC4
YJL013C,background,MAD3
YJL014W,background,CCT3
YJL015C,background,YJL015C
YJL016W,background,YJL016W
YJL019W,background,MPS3
YJL020C,background,BBC1
YJL023C,background,PET130
YJL024C,background,APS3
YJL025W,background,RRN7
YJL026W,background,RNR2
YJL027C,background,YJL027C
YJL029C,background,VPS53
YJL030W,background,MAD2
YJL031C,background,BET4
YJL032W,background,YJL032W
YJL033W,background,HCA4
YJL034W,background,KAR2
YJL035C,background,TAD2
YJL036W,background,SNX4
YJL037W,background,IRC18
YJL038C,background,LOH1
YJL039C,background,NUP192
YJL041W,background,NSP1
YJL042W,background,MHP1
YJL043W,background,YJL043W
YJL044C,background,GYP6
YJL045W,background,YJL045W
YJL046W,background,AIM22
YJL047C,background,RTT101
YJL048C,background,UBX6
YJL049W,background,CHM7
YJL050W,background,MTR4
YJL051W,background,IRC8
YJL052W,time_specific,TDH1
YJL053W,background,PEP8
YJL054W,background,TIM54
YJL055W,background,YJL055W
YJL056C,background,ZAP1
YJL057C,background,IKS1
YJL058C,background,BIT61
YJL059W,background,YHC3
YJL060W,background,BNA3
YJL061W,background,NUP82
YJL062W,background,LAS21
YJL063C,background,MRPL8
YJL065C,background,DLS1
YJL066C,background,MPM1
YJL067W,background,YJL067W
YJL068C,background,YJL068C
YJL069C,background,UTP18
YJL070C,background,YJL070C
YJL071W,background,ARG2
YJL072C,background,PSF2
YJL073W,background,JEM1
YJL074C,background,SMC3
YJL075C,background,APQ13
YJL076W,background,NET1
YJL077C,background,ICS3
YJL078C,background,PRY3
YJL079C,background,PRY1
YJL080C,background,SCP160
YJL081C,background,ARP4
YJL082W,background,IML2
YJL083W,background,TAX4
YJL084C,background,ALY2
YJL085W,background,EXO70
YJL087C,background,TRL1
YJL088W,background,ARG3
YJL089W,background,SIP4
YJL090C,background,DPB11
YJL091C,background,GWT1
YJL092W,background,SRS2
YJL093C,background,TOK1
YJL094C,background,KHA1
YJL095W,background,BCK1
YJL096W,background,MRPL49
YJL097W,background,PHS1
YJL098W,background,SAP185
YJL099W,background,CHS6
YJL100W,background,LSB6
YJL101C,background,GSH1
YJL102W,background,MEF2
YJL103C,background,GSM1
YJL104W,background,PAM16
YJL105W,background,SET4
YJL106W,background,IME2
YJL107C,background,YJL107C
YJL108C,background,PRM10
YJL109C,background,UTP10
YJL110C,background,GZF3
YJL111W,background,CCT7
YJL112W,background,MDV1
YJL115W,background,ASF1
YJL116C,background,NCA3
YJL117W,background,PHO86
YJL118W,background,YJL118W
YJL120W,background,YJL120W
YJL121C,background,RPE1
YJL122W,background,ALB1
YJL123C,background,MTC1
YJL124C,background,LSM1
YJL125C,background,GCD14
YJL126W,background,NIT2
YJL127C,background,SPT10
YJL128C,background,PBS2
YJL129C,background,TRK1
YJL130C,background,URA2
YJL131C,background,AIM23
YJL132W,background,YJL132W
YJL133W,background,MRS3
YJL134W,background,LCB3
YJL136C,background,RPS21B
YJL137C,background,GLG2
YJL138C,background,TIF2
YJL139C,background,YUR1
YJL140W,background,RPB4
YJL141C,background,YAK1
YJL142C,background,IRC9
YJL143W,background,TIM17
YJL144W,background,YJL144W
YJL145W,background,SFH5
