gene,class,gene_name
YPL054W,background,LEE1
YPL055C,background,LGE1
YPL056C,background,LCL1
YPL057C,background,SUR1
YPL058C,background,PDR12
YPL059W,background,GRX5
YPL060W,background,MFM1
YPL061W,background,ALD6
YPL062W,background,YPL062W
YPL063W,background,TIM50
YPL064C,background,CWC27
YPL065W,background,VPS28
YPL066W,background,RGL1
YPL067C,background,YPL067C
YPL068C,background,YPL068C
YPL069C,background,BTS1
YPL070W,background,MUK1
YPL071C,background,YPL071C
YPL072W,background,UBP16
YPL074W,background,YTA6
YPL075W,background,GCR1
YPL076W,background,GPI2
YPL077C,background,YPL077C
YPL078C,background,ATP4
YPL079W,entropy_specific,RPL21B
YPL080C,background,YPL080C
YPL081W,background,RPS9A
YPL082C,background,MOT1
YPL083C,background,SEN54
YPL084W,background,BRO1
YPL085W,background,SEC16
YPL086C,background,ELP3
YPL087W,background,YDC1
YPL088W,background,YPL088W
YPL089C,background,RLM1
YPL090C,background,RPS6A
YPL091W,background,GLR1
YPL092W,background,SSU1
YPL093W,background,NOG1
YPL094C,background,SEC62
YPL095C,background,EEB1
YPL096W,background,PNG1
YPL097W,background,MSY1
YPL098C,background,MGR2
YPL099C,background,YPL099C
YPL100W,background,ATG21
YPL101W,background,ELP4
YPL103C,background,FMP30
YPL104W,background,MSD1
YPL105C,background,SYH1
YPL106C,background,SSE1
YPL107W,background,YPL107W
YPL108W,background,YPL108W
YPL109C,background,YPL109C
YPL110C,background,GDE1
YPL111W,background,CAR1
YPL112C,background,PEX25
YPL113C,background,YPL113C
YPL115C,background,BEM3
YPL116W,background,HOS3
YPL117C,background,IDI1
YPL118W,background,MRP51
YPL119C,background,DBP1
YPL120W,background,VPS30
YPL121C,background,MEI5
YPL122C,background,TFB2
YPL123C,background,RNY1
YPL124W,background,SPC29
YPL125W,background,KAP120
YPL126W,background,NAN1
YPL127C,background,HHO1
YPL128C,background,TBF1
YPL129W,background,TAF14
YPL131W,time_specific,RPL5
YPL132W,background,COX11
YPL133C,background,RDS2
YPL134C,background,ODC1
YPL135W,background,ISU1
YPL137C,background,GIP3
YPL138C,background,SPP1
YPL139C,background,UME1
YPL140C,background,MKK2
YPL141C,background,FRK1
YPL142C,background,YPL142C
YPL143W,background,RPL33A
YPL144W,background,POC4
YPL145C,background,KES1
YPL146C,background,NOP53
YPL147W,background,PXA1
YPL148C,background,PPT2
YPL149W,background,ATG5
YPL150W,background,YPL150W
YPL151C,background,PRP46
YPL152W,background,RRD2
YPL153C,background,RAD53
YPL154C,background,PEP4
YPL155C,background,KIP2
YPL156C,background,PRM4
YPL157W,background,TGS1
YPL158C,background,AIM44
YPL159C,background,PET20
YPL160W,background,CDC60
YPL161C,background,BEM4
YPL162C,background,YPL162C
YPL163C,background,SVS1
YPL164C,background,MLH3
YPL165C,background,SET6
YPL166W,background,ATG29
YPL167C,background,REV3
YPL168W,background,MRX4
YPL169C,background,MEX67
YPL170W,background,DAP1
YPL171C,background,OYE3
YPL172C,background,COX10
YPL173W,background,MRPL40
YPL174C,background,NIP100
YPL175W,background,SPT14
YPL176C,background,TRE1
YPL177C,background,CUP9
YPL178W,background,CBC2
YPL179W,background,PPQ1
YPL180W,background,TCO89
YPL181W,background,CTI6
YPL182C,background,YPL182C
YPL183C,background,RTT10
YPL184C,background,MRN1
YPL185W,background,YPL185W
YPL186C,background,UIP4
YPL187W,background,MF(ALPHA)1
YPL188W,background,POS5
YPL189W,background,GUP2
YPL190C,background,NAB3
YPL191C,background,YPL191C
YPL192C,background,PRM3
YPL193W,background,RSA1
YPL194W,background,DDC1
YPL195W,background,APL5
YPL196W,background,OXR1
YPL197C,entropy_specific,YPL197C
YPL198W,entropy_specific,RPL7B
YPL199C,background,YPL199C
YPL202C,background,AFT2
YPL203W,background,TPK2
YPL204W,background,HRR25
YPL205C,background,YPL205C
YPL206C,background,PGC1
YPL207W,background,TYW1
YPL208W,background,RKM1
YPL209C,background,IPL1
YPL210C,background,SRP72
YPL211W,background,NIP7
YPL212C,background,PUS1
YPL213W,background,LEA1
YPL214C,background,THI6
YPL215W,background,CBP3
YPL216W,background,YPL216W
YPL217C,background,BMS1
YPL218W,background,SAR1
YPL219W,background,PCL8
YPL220W,background,RPL1A
YPL221W,background,FLC1
YPL222W,background,FMP40
YPL223C,background,GRE1
YPL224C,background,MMT2
YPL225W,background,YPL225W
YPL226W,background,NEW1
YPL227C,background,ALG5
YPL228W,background,CET1
YPL229W,background,YPL229W
YPL230W,background,USV1
YPL231W,background,FAS2
YPL232W,background,SSO1
YPL233W,background,NSL1
YPL234C,entropy_specific,VMA11
YPL235W,background,RVB2
YPL236C,background,ENV7
YPL237W,background,SUI3
YPL239W,background,YAR1
YPL240C,background,HSP82
YPL241C,background,CIN2
YPL242C,background,IQG1
YPL243W,background,SRP68
YPL244C,background,HUT1
YPL245W,background,YPL245W
YPL246C,background,RBD2
YPL247C,background,YPL247C
YPL248C,background,GAL4
YPL249C,background,GYP5
YPL250C,background,ATG41
YPL252C,background,YAH1
YPL253C,background,VIK1
YPL254W,background,HFI1
YPL255W,background,BBP1
YPL256C,background,CLN2
YPL257W,background,YPL257W
YPL258C,background,THI21
YPL259C,background,APM1
YPL260W,background,CUB1
YPL261C,background,YPL261C
YPL262W,background,FUM1
YPL263C,background,KEL3
YPL264C,background,YPL264C
YPL265W,background,DIP5
YPL266W,background,DIM1
YPL267W,background,ACM1
YPL268W,background,PLC1
YPL269W,background,KAR9
YPL270W,background,MDL2
YPL271W,background,ATP15
YPL272C,background,PBI1
YPL273W,background,SAM4
YPL274W,background,SAM3
YPL277C,background,YPL277C
YPL278C,background,YPL278C
YPL279C,background,FEX2
YPL280W,background,HSP32
YPR001W,background,CIT3
YPR002W,background,PDH1
YPR003C,background,YPR003C
YPR004C,background,AIM45
YPR005C,background,HAL1
YPR006C,background,ICL2
YPR007C,background,REC8
YPR008W,background,HAA1
YPR009W,background,SUT2
YPR010C,background,RPA135
YPR011C,background,YPR011C
YPR012W,background,YPR012W
YPR013C,background,CMR3
YPR015C,background,YPR015C
YPR016C,background,TIF6
YPR017C,background,DSS4
YPR018W,background,RLF2
YPR019W,background,MCM4
YPR020W,background,ATP20
YPR021C,background,AGC1
YPR022C,background,SDD4
YPR023C,background,EAF3
YPR024W,background,YME1
YPR025C,background,CCL1
YPR026W,background,ATH1
YPR027C,background,YPR027C
YPR028W,background,YOP1
YPR029C,background,APL4
YPR030W,background,CSR2
YPR031W,background,NTO1
YPR032W,background,SRO7
YPR033C,background,HTS1
YPR034W,background,ARP7
YPR035W,background,GLN1
YPR036W,background,VMA13
YPR037C,background,ERV2
YPR040W,background,TIP41
YPR041W,background,TIF5
YPR042C,background,PUF2
YPR043W,background,RPL43A
YPR044C,entropy_specific,OPI11
YPR045C,background,THP3
YPR046W,background,MCM16
YPR047W,background,MSF1
YPR048W,background,TAH18
YPR049C,background,ATG11
YPR051W,background,MAK3
YPR052C,background,NHP6A
YPR053C,background,YPR053C
YPR054W,background,SMK1
YPR055W,background,SEC8
YPR056W,background,TFB4
YPR057W,background,BRR1
YPR058W,background,YMC1
YPR059C,background,YPR059C
YPR060C,background,ARO7
YPR061C,background,JID1
YPR062W,background,FCY1
YPR063C,background,YPR063C
YPR064W,background,YPR064W
YPR065W,background,ROX1
YPR066W,background,UBA3
YPR067W,background,ISA2
YPR068C,background,HOS1
YPR069C,background,SPE3
YPR070W,background,MED1
YPR071W,background,YPR071W
YPR072W,background,NOT5
YPR073C,background,LTP1
YPR074C,background,TKL1
YPR075C,background,OPY2
YPR078C,background,YPR078C
YPR079W,background,MRL1
YPR080W,time_specific,TEF1
YPR081C,background,GRS2
YPR082C,background,DIB1
YPR083W,background,MDM36
YPR084W,background,YPR084W
YPR085C,background,ASA1
YPR086W,background,SUA7
YPR087W,background,VPS69
YPR088C,background,SRP54
YPR089W,background,YPR089W
YPR091C,background,NVJ2
YPR093C,background,ASR1
YPR094W,background,RDS3
YPR095C,background,SYT1
YPR096C,background,YPR096C
YPR097W,background,YPR097W
YPR098C,background,YPR098C
YPR099C,background,YPR099C
YPR100W,background,MRPL51
YPR101W,background,SNT309
YPR102C,core_aging,RPL11A
YPR103W,background,PRE2
YPR104C,background,FHL1
YPR105C,background,COG4
YPR106W,background,ISR1
YPR107C,background,YTH1
YPR108W,background,RPN7
YPR109W,background,YPR109W
YPR110C,background,RPC40
YPR111W,background,DBF20
YPR112C,background,MRD1
YPR113W,background,PIS1
YPR114W,background,YPR114W
YPR115W,background,RGC1
YPR116W,background,RRG8
YPR117W,background,YPR117W
YPR118W,background,MRI1
YPR119W,background,CLB2
YPR120C,background,CLB5
YPR121W,background,THI22
YPR122W,background,AXL1
YPR123C,background,YPR123C
YPR124W,background,CTR1
YPR125W,background,YLH47
YPR126C,background,YPR126C
YPR127W,background,YPR127W
YPR128C,background,ANT1
YPR129W,background,SCD6
YPR130C,background,YPR130C
YPR131C,background,NAT3
YPR132W,core_aging,RPS23B
YPR133C,background,SPN1
YPR134W,background,MSS18
YPR135W,background,CTF4
YPR137W,background,RRP9
YPR138C,background,MEP3
YPR139C,background,YPR139C
YPR140W,background,TAZ1
YPR141C,background,KAR3
YPR143W,background,RRP15
YPR144C,background,NOC4
YPR145W,background,ASN1
YPR146C,background,YPR146C
YPR147C,background,YPR147C
YPR148C,background,YPR148C
YPR149W,background,NCE102
YPR151C,background,SUE1
YPR152C,background,URN1
YPR153W,background,MAY24
YPR154W,background,PIN3
YPR155C,background,NCA2
YPR156C,background,TPO3
YPR157W,background,TDA6
YPR158W,background,CUR1
YPR159W,background,KRE6
YPR160W,background,GPH1
YPR161C,background,SGV1
YPR162C,background,ORC4
YPR163C,background,TIF3
YPR164W,background,MMS1
YPR165W,background,RHO1
YPR166C,background,MRP2
YPR167C,background,MET16
YPR168W,background,NUT2
YPR169W,background,JIP5
YPR171W,background,BSP1
YPR172W,background,YPR172W
YPR173C,background,VPS4
YPR174C,background,YPR174C
YPR175W,background,DPB2
YPR176C,background,BET2
YPR178W,background,PRP4
YPR179C,background,HDA3
YPR180W,background,AOS1
YPR181C,background,SEC23
YPR182W,background,SMX3
YPR183W,background,DPM1
YPR184W,background,GDB1
YPR185W,background,ATG13
YPR186C,background,PZF1
YPR187W,background,RPO26
YPR188C,background,MLC2
YPR189W,background,SKI3
YPR190C,background,RPC82
YPR191W,background,QCR2
YPR192W,background,AQY1
YPR193C,background,HPA2
YPR194C,background,OPT2
YPR195C,background,YPR195C
YPR196W,background,YPR196W
YPR198W,background,SGE1
YPR199C,background,ARR1
YPR200C,background,ARR2
YPR201W,background,ARR3
YPR202W,background,YPR202W
YPR204W,background,YPR204W
YEL077C,background,YEL077C
YLR390W-A,background,CCW14
YDL045W-A,background,MRP10
YOR008C-A,background,YOR008C-A
YIL009C-A,background,EST3
YPR133W-A,background,TOM5
YLR438C-A,background,LSM3
YFL034C-A,background,RPL22B
YFR032C-A,entropy_specific,RPL29
YPL249C-A,background,RPL36B
YCR020W-B,background,HTL1
YCL001W-A,background,YCL001W-A
YCR028C-A,background,RIM1
YPL183W-A,background,RTC6
YER039C-A,background,YER039C-A
YBL091C-A,background,SCS22
YBL107W-A,background,YBL107W-A
YCR018C-A,background,YCR018C-A
YCR102W-A,background,YCR102W-A
YDL130W-A,background,STF1
YDR034C-A,background,YDR034C-A
YDR034W-B,background,YDR034W-B
YDR363W-A,background,SEM1
YDR525W-A,background,SNA2
YER048W-A,background,ISD11
YER138W-A,background,YER138W-A
YGR122C-A,background,YGR122C-A
YIR020W-A,background,YIR020W-A
YKL033W-A,background,YKL033W-A
YKL053C-A,background,MDM35
YLL018C-A,background,COX19
YLR262C-A,background,TMA7
YML081C-A,background,ATP18
YMR046W-A,background,YMR046W-A
YMR158C-A,background,YMR158C-A
YMR194C-A,background,YMR194C-A
YNR032C-A,background,HUB1
YOL013W-B,background,YOL013W-B
YOR298C-A,background,MBF1
YPR002C-A,background,YPR002C-A
YDR322C-A,background,TIM11
YEL020W-A,background,TIM9
Q0045,background,COX1
Q0085,background,ATP6
Q0105,background,COB
Q0130,background,OLI1
Q0160,background,SCEI
Q0250,background,COX2
YOL077W-A,background,ATP19
YJR135W-A,background,TIM8
YHR072W-A,background,NOP10
YML058W-A,background,HUG1
YBL059C-A,background,CMC2
YHR132W-A,background,IGO2
YBR058C-A,background,TSC3
YBR085C-A,background,YBR085C-A
YER053C-A,background,YER053C-A
YMR122W-A,background,YMR122W-A
YNR034W-A,background,EGO4
YCL057C-A,background,YCL057C-A
YCL026C-B,background,HBN1
YCL021W-A,background,YCL021W-A
YAL044W-A,background,BOL1
YBL071W-A,background,KTI11
YDL085C-A,background,YDL085C-A
YER014C-A,background,BUD25
YBL029C-A,background,YBL029C-A
YBL108C-A,background,PAU9
YBR191W-A,background,YBR191W-A
YBR233W-A,background,DAD3
YCL001W-B,background,YCL001W-B
YDL159W-A,background,YDL159W-A
YDL185C-A,background,YDL185C-A
YDL247W-A,background,YDL247W-A
YDR079C-A,background,TFB5
YDR320C-A,background,DAD4
YDR379C-A,background,SDH6
YFR012W-A,background,YFR012W-A
YGR271C-A,background,EFG1
YJL062W-A,background,COA3
YJL127W-A,background,YJL127W-A
YJL156W-A,background,YJL156W-A
YKL018C-A,background,YKL018C-A
YKL106C-A,background,YKL106C-A
YKL165C-A,background,YKL165C-A
YLR099W-A,background,MIM2
YLR149C-A,background,YLR149C-A
YLR363W-A,background,YLR363W-A
YML007C-A,background,YML007C-A
YNL162W-A,background,YNL162W-A
YOL086W-A,background,MHF1
YOL159C-A,background,YOL159C-A
YOR008W-B,background,YOR008W-B
YOR314W-A,background,YOR314W-A
YPR016W-A,background,YPR016W-A
YBR255C-A,background,RCF3
YDR381C-A,background,YDR381C-A
YER074W-A,background,YOS1
YKL138C-A,background,HSK3
YLR154W-C,background,TAR1
YPL096C-A,background,ERI1
YPR036W-A,background,SPO24
YER180C-A,background,SLO1
YCL005W-A,background,VMA9
YNL138W-A,background,YSF3
YBR111W-A,background,SUS1
YIL156W-B,background,YIL156W-B
YKR095W-A,background,PCC1
YJR112W-A,background,YJR112W-A
YMR194C-B,background,CMC4
YPR170W-B,background,YPR170W-B
YBL039W-B,background,YBL039W-B
YCR075W-A,background,EGO2
YDL160C-A,background,MHF2
YGR169C-A,background,YGR169C-A
YJL127C-B,background,YJL127C-B
YJR005C-A,background,LSO1
YKL068W-A,background,YKL068W-A
YLR307C-A,background,YLR307C-A
YOR020W-A,background,YOR020W-A
YPL189C-A,background,COA2
YAL016C-B,background,YAL016C-B
YBR076C-A,background,YBR076C-A
YDR182W-A,background,YDR182W-A
YDR183C-A,background,YDR183C-A
YDR246W-A,background,YDR246W-A
YDR406W-A,background,YDR406W-A
YEL050W-A,background,YEL050W-A
YER078W-A,background,YER078W-A
YFL041W-A,background,YFL041W-A
YGL041C-B,background,YGL041C-B
YGR240C-A,background,YGR240C-A
YHR175W-A,background,YHR175W-A
YKL183C-A,background,YKL183C-A
YLR154C-G,background,YLR154C-G
YLR154W-B,background,YLR154W-B
YLR162W-A,background,RRT15
YLR222C-A,background,YLR222C-A
YLR285C-A,background,YLR285C-A
YLR342W-A,background,YLR342W-A
YML054C-A,background,YML054C-A
YMR030W-A,background,YMR030W-A
YMR230W-A,background,YMR230W-A
YNL130C-A,background,DGR1
YOL164W-A,background,YOL164W-A
YOR011W-A,background,YOR011W-A
YOR072W-A,background,YOR072W-A
YOR329W-A,background,YOR329W-A
YOR376W-A,background,YOR376W-A
YPL038W-A,background,YPL038W-A
YAL037C-B,background,YAL037C-B
YAR035C-A,background,YAR035C-A
YBL100W-C,background,YBL100W-C
YBR126W-A,background,MEO1
YBR298C-A,background,YBR298C-A
YDR510C-A,background,YDR510C-A
YDR524C-A,background,YDR524C-A
YER158W-A,background,YER158W-A
YER175W-A,background,YER175W-A
YFR032C-B,background,YFR032C-B
YGL188C-A,background,YGL188C-A
YGR146C-A,background,YGR146C-A
YGR174W-A,background,YGR174W-A
YGR204C-A,background,YGR204C-A
YHR022C-A,background,YHR022C-A
YHR032C-A,background,YHR032C-A
YHR052W-A,background,YHR052W-A
YHR054W-A,background,YHR054W-A
YJL077W-B,background,YJL077W-B
YLL066W-B,background,YLL066W-B
YLR120W-A,background,YLR120W-A
YLR154W-A,background,YLR154W-A
YLR154W-E,background,YLR154W-E
YLR466C-B,background,YLR466C-B
YMR001C-A,background,YMR001C-A
YMR105W-A,background,YMR105W-A
YMR242W-A,background,YMR242W-A
YNL024C-A,background,KSH1
YNL097C-B,background,YNL097C-B
YNL103W-A,background,YNL103W-A
YNR075C-A,background,YNR075C-A
YOL085W-A,background,YOL085W-A
YOR032W-A,background,YOR032W-A
YOR161C-C,background,YOR161C-C
YAL016C-A,background,YAL016C-A
YAL026C-A,background,YAL026C-A
YAL031W-A,background,YAL031W-A
YAL037C-A,background,YAL037C-A
YAR019W-A,background,YAR019W-A
YBR109W-A,background,YBR109W-A
YBR126W-B,background,YBR126W-B
YDR524C-B,background,YDR524C-B
YDR524W-C,background,YDR524W-C
YEL034C-A,background,YEL034C-A
YER006C-A,background,YER006C-A
YER067C-A,background,YER067C-A
YER076W-A,background,YER076W-A
YER087C-A,background,YER087C-A
YER088C-A,background,YER088C-A
YER107W-A,background,YER107W-A
YER133W-A,background,YER133W-A
YER145C-A,background,YER145C-A
YER147C-A,entropy_specific,YER147C-A
YER148W-A,background,YER148W-A
YER165C-A,background,YER165C-A
YER188C-A,background,YER188C-A
YFL021C-A,background,YFL021C-A
YFR036W-A,background,YFR036W-A
YFR052C-A,background,YFR052C-A
YGL006W-A,background,YGL006W-A
YHL006W-A,background,YHL006W-A
YHL034W-A,background,YHL034W-A
YHL046W-A,background,YHL046W-A
YHR063W-A,background,YHR063W-A
YHR070C-A,background,YHR070C-A
YHR071C-A,background,YHR071C-A
YHR182C-A,background,YHR182C-A
YHR218W-A,background,YHR218W-A
YIL020C-A,background,YIL020C-A
YIL030W-A,background,YIL030W-A
YIL068W-A,background,YIL068W-A
YIL071W-A,background,YIL071W-A
YIR023C-A,background,YIR023C-A
YIR030W-A,background,YIR030W-A
YJL047C-A,background,YJL047C-A
YJL133C-A,background,YJL133C-A
YLR264C-A,time_specific,YLR264C-A
YOL013W-A,background,YOL013W-A
YOL038C-A,background,YOL038C-A
YAL063C-A,background,YAL063C-A
YBR196C-B,background,YBR196C-B
YBR221W-A,background,YBR221W-A
YCR024C-B,background,YCR024C-B
YDR003W-A,background,YDR003W-A
YDR118W-A,background,YDR118W-A
YGL041W-A,background,YGL041W-A
YGR035W-A,background,YGR035W-A
YHR007C-A,background,YHR007C-A
YHR032W-A,background,YHR032W-A
YHR050W-A,background,YHR050W-A
YIL002W-A,background,YIL002W-A
YIL046W-A,background,YIL046W-A
YIR018C-A,background,YIR018C-A
YLR154W-F,background,YLR154W-F
YLR361C-A,background,YLR361C-A
YMR175W-A,background,YMR175W-A
YMR247W-A,background,YMR247W-A
YNL042W-B,background,YNL042W-B
YNL146C-A,background,YNL146C-A
YNL277W-A,background,YNL277W-A
YOL097W-A,background,YOL097W-A
YOL155W-A,background,YOL155W-A
YOR034C-A,background,YOR034C-A
YOR192C-C,background,YOR192C-C
YOR293C-A,background,YOR293C-A
YPL119C-A,background,YPL119C-A
YHR199C-A,background,NBL1
YCL012C,background,YCL012C
YBR230W-A,background,YBR230W-A
YCR095W-A,background,YCR095W-A
YGR161W-C,background,YGR161W-C
YBR201C-A,background,YBR201C-A
YGL194C-A,background,YGL194C-A
YDR461C-A,background,YDR461C-A
YDR374W-A,background,WIP1
YDR119W-A,background,COX26
YKL023C-A,background,YKL023C-A
YKL065W-A,background,YKL065W-A
YLR146W-A,background,YLR146W-A
YIL102C-A,background,YIL102C-A
YPR145C-A,background,YPR145C-A
YDR014W-A,background,HED1
YPR010C-A,background,YPR010C-A
